fund_name,category,fund_house,scheme_id,url,status,benchmark,aum_cr,expense_ratio,launch_date,rank_3y,rank_1y,star_rating,return_since_inception_new,return_1y,return_3y,return_5y,return_since_inception,consistency_score,category_rank,sharpe_ratio,alpha,beta,std_dev
PGIM India Small Cap Fund,Small Cap,PGIM India Mutual Fund,42043,https://www.etmoney.com/mutual-funds/pgim-india-small-cap-fund/portfolio-details/42043,ACTIVE,NIFTY Smallcap 250 TRI,1539,2.61,2021-07-09,18.0,10.0,2.0,,9.65,15.52,,10.39,2.0,-1.0,0.0,0.0,0.0,0.0
Quant Small Cap Fund,Small Cap,Quant Mutual Fund,31845,https://www.etmoney.com/mutual-funds/quant-small-cap-fund/portfolio-details/31845,ACTIVE,NIFTY Smallcap 250 TRI,30374,2.02,1996-09-23,8.0,18.0,3.0,,6.46,19.64,20.16,12.51,3.0,5.0,0.7119,1.3399,0.8844,20.4895
Quantum Small Cap Fund,Small Cap,Quantum Mutual Fund,44194,https://www.etmoney.com/mutual-funds/quantum-small-cap-fund/portfolio-details/44194,ACTIVE,BSE 250 SmallCap TRI,209,2.45,2023-10-16,,21.0,2.0,,6.24,,,8.4,0.0,0.0,0.0,0.0,0.0,0.0
SBI Small Cap Fund,Small Cap,SBI Mutual Fund,10265,https://www.etmoney.com/mutual-funds/sbi-small-cap-fund/portfolio-details/10265,ACTIVE,BSE 250 SmallCap TRI,37141,1.64,2009-07-27,23.0,28.0,1.0,,1.69,12.44,14.51,18.29,1.0,-1.0,0.5024,-2.6744,0.7541,17.1617
Samco Small Cap Fund,Small Cap,Samco Mutual Fund,45869,https://www.etmoney.com/mutual-funds/samco-small-cap-fund/portfolio-details/45869,ACTIVE,NIFTY Smallcap 250 TRI,122,3.09,2025-11-14,,,,4.07,,,,3.26,,,0.0,0.0,0.0,0.0
Sundaram Small Cap Fund,Small Cap,Sundaram Mutual Fund,2414,https://www.etmoney.com/mutual-funds/sundaram-small-cap-fund/portfolio-details/2414,ACTIVE,NIFTY Smallcap 250 TRI,2983,1.91,2005-01-03,8.0,5.0,3.0,,11.24,19.64,19.18,16.94,3.0,21.0,0.7464,1.8433,0.8629,19.7878
Tata Small Cap Fund,Small Cap,Tata Mutual Fund,38468,https://www.etmoney.com/mutual-funds/tata-small-cap-fund/portfolio-details/38468,ACTIVE,NIFTY Smallcap 250 TRI,11330,1.77,2018-10-19,24.0,29.0,1.0,,-6.57,11.94,16.39,18.11,1.0,4.0,0.0,0.0,0.0,0.0
UTI Small Cap Fund,Small Cap,UTI Mutual Fund,41699,https://www.etmoney.com/mutual-funds/uti-small-cap-fund/portfolio-details/41699,ACTIVE,NIFTY Smallcap 250 TRI,4872,1.82,2020-12-02,15.0,17.0,3.0,,6.85,17.14,17.23,19.17,3.0,-1.0,0.6502,0.0048,0.8708,20.0672
Union Small Cap Fund,Small Cap,Union Mutual Fund,26378,https://www.etmoney.com/mutual-funds/union-small-cap-fund/portfolio-details/26378,ACTIVE,BSE 250 SmallCap TRI,1980,2.22,2014-05-20,6.0,1.0,4.0,,19.13,20.55,18.99,14.97,4.0,19.0,0.7667,2.6512,0.8441,19.9479
Aditya Birla Sun Life Nifty Smallcap 50 Index Fund,Small Cap Index,Aditya Birla Sun Life Mutual Fund,41855,https://www.etmoney.com/mutual-funds/aditya-birla-sun-life-nifty-smallcap-50-index-fund/portfolio-details/41855,ACTIVE,NIFTY Smallcap 50 TRI,312,1.02,2021-03-15,,,,15.18,4.52,24.19,13.65,,4.0,-1.0,0.8126,3.5599,1.0112,23.0215
Axis Nifty Smallcap 50 Index Fund,Small Cap Index,Axis Mutual Fund,42571,https://www.etmoney.com/mutual-funds/axis-nifty-smallcap-50-index-fund/portfolio-details/42571,ACTIVE,NIFTY Smallcap 50 TRI,615,1.05,2022-02-21,,,,15.44,4.47,24.02,,,5.0,-1.0,0.8108,3.5009,1.0045,22.8754
Bandhan Nifty Smallcap 250 Index Fund,Small Cap Index,Bandhan Mutual Fund,44322,https://www.etmoney.com/mutual-funds/bandhan-nifty-smallcap-250-index-fund/portfolio-details/44322,ACTIVE,NIFTY Smallcap 250 TRI,83,0.91,2023-12-12,,,,7.34,0.94,,,,0.0,-1.0,,,,
DSP Nifty Smallcap 250 Index Fund,Small Cap Index,DSP Mutual Fund,45982,https://www.etmoney.com/mutual-funds/dsp-nifty-smallcap-250-index-fund/portfolio-details/45982,ACTIVE,NIFTY Smallcap 250 TRI,10,1.33,2025-11-24,,,,1.31,,,,,,,,,,
DSP Nifty Smallcap250 Quality 50 Index Fund,Small Cap Index,DSP Mutual Fund,44306,https://www.etmoney.com/mutual-funds/dsp-nifty-smallcap250-quality-50-index-fund/portfolio-details/44306,ACTIVE,Nifty Smallcap250 Quality 50 TRI,311,1.09,2023-12-05,,,,2.98,-6.98,,,,0.0,-1.0,0.0,0.0,0.0,0.0
Edelweiss Nifty Smallcap 250 Index Fund,Small Cap Index,Edelweiss Mutual Fund,43250,https://www.etmoney.com/mutual-funds/edelweiss-nifty-smallcap-250-index-fund/portfolio-details/43250,ACTIVE,NIFTY Smallcap 250 TRI,228,0.94,2022-11-10,,,,16.1,1.19,19.16,,,3.0,-1.0,0.6894,0.4326,0.9977,22.3033
HDFC NIFTY Smallcap 250 Index Fund,Small Cap Index,HDFC Mutual Fund,43890,https://www.etmoney.com/mutual-funds/hdfc-nifty-smallcap-250-index-fund/portfolio-details/43890,ACTIVE,NIFTY Smallcap 250 TRI,644,0.78,2023-04-06,,,,20.72,1.08,18.94,,,2.0,-1.0,,,,
ICICI Prudential Nifty Smallcap 250 Index Fund,Small Cap Index,ICICI Prudential Mutual Fund,42252,https://www.etmoney.com/mutual-funds/icici-prudential-nifty-smallcap-250-index-fund/portfolio-details/42252,ACTIVE,NIFTY Smallcap 250 TRI,677,1.08,2021-10-14,,,,11.83,1.0,18.99,,,2.0,-1.0,,,,
Kotak Nifty Smallcap 250 Index Fund,Small Cap Index,Kotak Mahindra Mutual Fund,45221,https://www.etmoney.com/mutual-funds/kotak-nifty-smallcap-250-index-fund/portfolio-details/45221,ACTIVE,NIFTY Smallcap 250 TRI,54,1.05,2025-01-06,,,,4.9,1.14,,,,0.0,0.0,0.0,0.0,0.0,0.0
Kotak Nifty Smallcap 50 Index Fund,Small Cap Index,Kotak Mahindra Mutual Fund,43762,https://www.etmoney.com/mutual-funds/kotak-nifty-smallcap-50-index-fund/portfolio-details/43762,ACTIVE,NIFTY Smallcap 50 TRI,200,1.52,2023-03-16,,,,24.58,4.26,24.08,,,4.0,0.0,0.8075,3.4513,1.0105,23.0212
Motilal Oswal Nifty Microcap 250 Index Fund,Small Cap Index,Motilal Oswal Mutual Fund,43981,https://www.etmoney.com/mutual-funds/motilal-oswal-nifty-microcap-250-index-fund/portfolio-details/43981,ACTIVE,Nifty Microcap 250 TRI,2345,1.11,2023-06-15,,,,18.52,-1.33,,,,0.0,-1.0,0.0,0.0,0.0,0.0
Motilal Oswal Nifty Smallcap 250 Index Fund,Small Cap Index,Motilal Oswal Mutual Fund,40720,https://www.etmoney.com/mutual-funds/motilal-oswal-nifty-smallcap-250-index-fund/portfolio-details/40720,ACTIVE,NIFTY Smallcap 250 TRI,1117,1.13,2019-08-19,,,,20.52,0.95,19.13,15.66,,3.0,-1.0,0.6852,0.3416,1.0013,22.3878
Navi Nifty Smallcap250 Momentum Quality 100 Index Fund,Small Cap Index,Navi Mutual Fund,45369,https://www.etmoney.com/mutual-funds/navi-nifty-smallcap250-momentum-quality-100-index-fund/portfolio-details/45369,ACTIVE,Nifty Smallcap 250 Momentum Quality 100 TRI,31,1.06,2025-02-25,,,,10.8,-0.92,,,,0.0,-1.0,0.0,0.0,0.0,0.0
Nippon India Nifty 500 Equal Weight Index Fund,Small Cap Index,Nippon India Mutual Fund,44873,https://www.etmoney.com/mutual-funds/nippon-india-nifty-500-equal-weight-index-fund/portfolio-details/44873,ACTIVE,Nifty 500 Equal Weight TRI,435,0.99,2024-08-21,,,,-4.11,1.56,,,,0.0,0.0,0.0,0.0,0.0,0.0
Nippon India Nifty Smallcap 250 Index Fund,Small Cap Index,Nippon India Mutual Fund,41597,https://www.etmoney.com/mutual-funds/nippon-india-nifty-smallcap-250-index-fund/portfolio-details/41597,ACTIVE,NIFTY Smallcap 250 TRI,3032,1.13,2020-09-28,,,,22.96,1.0,18.76,15.47,,1.0,-1.0,0.6732,0.0693,0.9967,22.2799
SBI Nifty Smallcap 250 Index Fund,Small Cap Index,SBI Mutual Fund,43023,https://www.etmoney.com/mutual-funds/sbi-nifty-smallcap-250-index-fund/portfolio-details/43023,ACTIVE,NIFTY Smallcap 250 TRI,1549,0.84,2022-09-21,,,,17.18,1.12,19.11,,,3.0,-1.0,0.685,0.335,1.0006,22.3702
